evidence_id,sample_id,retrieved_doc_id,retrieved_text_chunk,chunk_rank,similarity_score,source_type,source_reliability,evidence_relevance,supports_answer,contradicts_answer
EVD-00337-3,SMP-00337,DOC-0016,"Environment Reference Note 016: What is climate adaptation. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",3,0.838,domain reference summary,high,partially relevant,yes,yes
EVD-00338-1,SMP-00338,DOC-0024,"Legal Reference Note 024: What is a privacy policy. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",1,0.647,public-domain style explainer,medium,relevant,yes,no
EVD-00338-2,SMP-00338,DOC-0110,"Legal Reference Note 110: What does confidentiality mean in a business agreement. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",2,0.821,synthetic policy brief,high,relevant,yes,no
EVD-00338-3,SMP-00338,DOC-0053,"Legal Reference Note 053: Why are terms and conditions important. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",3,0.384,curated knowledge card,high,partially relevant,no,no
EVD-00339-1,SMP-00339,DOC-0061,"Healthcare Reference Note 061: Why should antibiotics not be used for viral infection. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",1,0.809,curated knowledge card,medium,relevant,yes,no
EVD-00339-2,SMP-00339,DOC-0061,"Healthcare Reference Note 061: Why should antibiotics not be used for viral infection. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",2,0.693,public-domain style explainer,low,relevant,no,yes
EVD-00339-3,SMP-00339,DOC-0003,"Healthcare Reference Note 003: How does diabetes affect wound healing. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",3,0.756,synthetic policy brief,low,relevant,yes,no
EVD-00340-1,SMP-00340,DOC-0048,"Technology Reference Note 048: What is an API. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",1,0.568,synthetic policy brief,medium,relevant,yes,no
EVD-00340-2,SMP-00340,DOC-0046,"Technology Reference Note 046: What is an API. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",2,0.51,public-domain style explainer,high,relevant,yes,no
EVD-00340-3,SMP-00340,DOC-0026,"Technology Reference Note 026: What is data preprocessing. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",3,0.519,synthetic policy brief,low,relevant,yes,no
EVD-00341-1,SMP-00341,DOC-0106,"Healthcare Reference Note 106: Why should antibiotics not be used for viral infection. Evidence summary: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Validation note: answer claims should remain limited to what this chunk supports.",1,0.569,open educational note,high,relevant,yes,yes
EVD-00341-2,SMP-00341,DOC-0104,"Healthcare Reference Note 104: Why should antibiotics not be used for viral infection. Evidence summary: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Validation note: answer claims should remain limited to what this chunk supports.",2,0.825,domain reference summary,high,relevant,yes,no
EVD-00341-3,SMP-00341,DOC-0033,"Healthcare Reference Note 033: What are common warning signs of dehydration. Evidence summary: For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized. Validation note: answer claims should remain limited to what this chunk supports.",3,0.53,open educational note,low,partially relevant,yes,no
EVD-00342-1,SMP-00342,DOC-0099,"Finance Reference Note 099: What is diversification in investment. Evidence summary: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. Validation note: answer claims should remain limited to what this chunk supports.",1,0.64,public-domain style explainer,low,relevant,yes,no
EVD-00342-2,SMP-00342,DOC-0113,"Finance Reference Note 113: Why is an emergency fund useful. Evidence summary: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. Validation note: answer claims should remain limited to what this chunk supports.",2,0.646,synthetic policy brief,medium,partially relevant,no,no
EVD-00342-3,SMP-00342,DOC-0099,"Finance Reference Note 099: What is diversification in investment. Evidence summary: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. Validation note: answer claims should remain limited to what this chunk supports.",3,0.836,curated knowledge card,high,relevant,yes,no
EVD-00343-1,SMP-00343,DOC-0046,"Technology Reference Note 046: What is an API. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",1,0.954,open educational note,high,relevant,yes,no
EVD-00343-2,SMP-00343,DOC-0093,"Technology Reference Note 093: Why is model evaluation important. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",2,0.878,curated knowledge card,high,partially relevant,yes,no
